PRO_15287	PRO_15287
PRO_15290	PRO_15290
PRO_15292	PRO_15292
PRO_15300	PRO_15300
PRO_15300	PRO_12185
PRO_17801	PRO_17801
PRO_17806	PRO_17806
PRO_17808	PRO_17808
PRO_17808	PRO_10862
PRO_17808	PRO_14518
PRO_17808	PRO_23926
PRO_17809	PRO_17809
PRO_17809	PRO_190
PRO_17809	PRO_21795
PRO_17809	PRO_18714
PRO_17809	PRO_19380
PRO_17809	PRO_5884
PRO_17809	PRO_4397
PRO_17810	PRO_17810
PRO_17810	PRO_2609
PRO_17810	PRO_20605
PRO_17811	PRO_17811
PRO_17811	PRO_2805
PRO_17811	PRO_3550
PRO_17811	PRO_969
PRO_17811	PRO_2107
PRO_17811	PRO_8364
PRO_17813	PRO_17813
PRO_17814	PRO_17814
PRO_17815	PRO_17815
PRO_17815	PRO_17322
PRO_17815	PRO_4610
PRO_17815	PRO_16385
PRO_17815	PRO_5773
PRO_17817	PRO_17817
PRO_17818	PRO_17818
PRO_17818	PRO_22239
PRO_17818	PRO_21685
PRO_17818	PRO_16007
PRO_17818	PRO_19248
PRO_17819	PRO_17819
PRO_17821	PRO_17821
PRO_17821	PRO_879
PRO_17821	PRO_11881
PRO_17821	PRO_19582
PRO_17821	PRO_922
PRO_17821	PRO_22882
PRO_17821	PRO_6111
PRO_17823	PRO_17823
PRO_17823	PRO_16399
PRO_17824	PRO_17824
PRO_17824	PRO_12035
PRO_17824	PRO_126
PRO_17825	PRO_17825
PRO_17826	PRO_17826
PRO_17827	PRO_17827
PRO_17827	PRO_23606
PRO_17828	PRO_17828
PRO_17828	PRO_2231
PRO_17828	PRO_17744
PRO_17829	PRO_17829
PRO_17831	PRO_17831
PRO_17832	PRO_17832
PRO_17832	PRO_15508
PRO_17834	PRO_17834
PRO_17834	PRO_17864
PRO_17836	PRO_17836
PRO_17837	PRO_17837
PRO_17839	PRO_17839
PRO_17842	PRO_17842
PRO_17843	PRO_17843
PRO_17845	PRO_17845
PRO_17846	PRO_17846
PRO_17850	PRO_17850
PRO_17851	PRO_17851
PRO_17851	PRO_8473
PRO_17853	PRO_17853
PRO_17854	PRO_17854
PRO_17854	PRO_15143
PRO_17856	PRO_17856
PRO_17857	PRO_17857
PRO_17859	PRO_17859
PRO_17859	PRO_19153
PRO_17861	PRO_17861
PRO_17863	PRO_17863
PRO_17865	PRO_17865
PRO_17865	PRO_8847
PRO_17866	PRO_17866
PRO_17869	PRO_17869
PRO_17869	PRO_9642
PRO_17869	PRO_19889
PRO_17870	PRO_17870
PRO_17872	PRO_17872
PRO_17876	PRO_17876
PRO_17876	PRO_16043
PRO_17877	PRO_17877
PRO_17878	PRO_17878
PRO_17879	PRO_17879
PRO_17880	PRO_17880
PRO_17881	PRO_17881
PRO_17881	PRO_2239
PRO_17883	PRO_17883
PRO_17885	PRO_17885
PRO_17886	PRO_17886
PRO_17886	PRO_19083
PRO_17889	PRO_17889
PRO_17890	PRO_17890
PRO_17890	PRO_20288
PRO_17890	PRO_3366
PRO_17890	PRO_9941
PRO_17892	PRO_17892
PRO_17892	PRO_23865
PRO_17892	PRO_12541
PRO_17893	PRO_17893
PRO_17894	PRO_17894
PRO_17895	PRO_17895
PRO_17897	PRO_17897
PRO_17897	PRO_6383
PRO_20802	PRO_20802
PRO_20803	PRO_20803
PRO_20803	PRO_2856
PRO_20804	PRO_20804
PRO_20807	PRO_20807
PRO_20808	PRO_20808
PRO_20811	PRO_20811
PRO_20812	PRO_20812
PRO_20813	PRO_20813
PRO_20814	PRO_20814
PRO_20815	PRO_20815
PRO_20818	PRO_20818
PRO_20818	PRO_10473
PRO_20818	PRO_1332
PRO_20818	PRO_21319
PRO_20819	PRO_20819
PRO_20827	PRO_20827
PRO_20828	PRO_20828
PRO_20828	PRO_5817
PRO_20830	PRO_20830
PRO_20832	PRO_20832
PRO_20832	PRO_6217
PRO_20833	PRO_20833
PRO_20834	PRO_20834
PRO_20835	PRO_20835
PRO_20835	PRO_7126
PRO_20838	PRO_20838
PRO_20838	PRO_9419
PRO_20842	PRO_20842
PRO_20844	PRO_20844
PRO_20844	PRO_18485
PRO_20845	PRO_20845
PRO_20845	PRO_19695
PRO_20847	PRO_20847
PRO_20847	PRO_15432
PRO_20847	PRO_22509
PRO_20852	PRO_20852
PRO_20856	PRO_20856
PRO_20860	PRO_20860
PRO_20861	PRO_20861
PRO_20862	PRO_20862
PRO_20866	PRO_20866
PRO_20872	PRO_20872
PRO_20872	PRO_8889
PRO_20875	PRO_20875
PRO_20876	PRO_20876
PRO_20878	PRO_20878
PRO_20879	PRO_20879
PRO_20879	PRO_938
PRO_20880	PRO_20880
PRO_20884	PRO_20884
PRO_20884	PRO_18900
PRO_20886	PRO_20886
PRO_20889	PRO_20889
PRO_20892	PRO_20892
PRO_20893	PRO_20893
PRO_20896	PRO_20896
PRO_20897	PRO_20897
PRO_20897	PRO_18168
PRO_22306	PRO_22306
PRO_22311	PRO_22311
PRO_22311	PRO_2425
PRO_22311	PRO_9954
PRO_22312	PRO_22312
PRO_22313	PRO_22313
PRO_22314	PRO_22314
PRO_22315	PRO_22315
PRO_22316	PRO_22316
PRO_22317	PRO_22317
PRO_22318	PRO_22318
PRO_22318	PRO_8732
PRO_22319	PRO_22319
PRO_22319	PRO_14643
PRO_22320	PRO_22320
PRO_22320	PRO_2683
PRO_22320	PRO_5606
PRO_22320	PRO_5788
PRO_22320	PRO_13622
PRO_22320	PRO_15560
PRO_22320	PRO_19761
PRO_22320	PRO_11428
PRO_22320	PRO_4815
PRO_22320	PRO_10253
PRO_22321	PRO_22321
PRO_22321	PRO_8648
PRO_22321	PRO_6528
PRO_22323	PRO_22323
PRO_22327	PRO_22327
PRO_22328	PRO_22328
PRO_22330	PRO_22330
PRO_22331	PRO_22331
PRO_22334	PRO_22334
PRO_22335	PRO_22335
PRO_22338	PRO_22338
PRO_22339	PRO_22339
PRO_22339	PRO_6220
PRO_22339	PRO_20789
PRO_22339	PRO_16474
PRO_22341	PRO_22341
PRO_22341	PRO_14333
PRO_22345	PRO_22345
PRO_22346	PRO_22346
PRO_22347	PRO_22347
PRO_22348	PRO_22348
PRO_22349	PRO_22349
PRO_22355	PRO_22355
PRO_22357	PRO_22357
PRO_22358	PRO_22358
PRO_22362	PRO_22362
PRO_22363	PRO_22363
PRO_22365	PRO_22365
PRO_22365	PRO_12970
PRO_22366	PRO_22366
PRO_22366	PRO_2560
PRO_22366	PRO_6866
PRO_22367	PRO_22367
PRO_22367	PRO_6012
PRO_22367	PRO_12167
PRO_22369	PRO_22369
PRO_22369	PRO_6583
PRO_22369	PRO_4693
PRO_22369	PRO_3041
PRO_22370	PRO_22370
PRO_22372	PRO_22372
PRO_22373	PRO_22373
PRO_22373	PRO_7783
PRO_22375	PRO_22375
PRO_22377	PRO_22377
PRO_22378	PRO_22378
PRO_22379	PRO_22379
PRO_22380	PRO_22380
PRO_22380	PRO_13465
PRO_22383	PRO_22383
PRO_22385	PRO_22385
PRO_22387	PRO_22387
PRO_22389	PRO_22389
PRO_22389	PRO_21851
PRO_22390	PRO_22390
PRO_22391	PRO_22391
PRO_22392	PRO_22392
PRO_22395	PRO_22395
PRO_22395	PRO_6366
PRO_22395	PRO_219
PRO_22395	PRO_12530
PRO_22395	PRO_13933
PRO_22395	PRO_15092
PRO_22395	PRO_16605
PRO_22395	PRO_16622
PRO_22395	PRO_512
PRO_22395	PRO_21039
PRO_22395	PRO_23225
PRO_22395	PRO_8251
PRO_22395	PRO_21403
PRO_22395	PRO_513
PRO_22395	PRO_13459
PRO_22398	PRO_22398
PRO_22399	PRO_22399
PRO_22400	PRO_22400
PRO_22505	PRO_22505
PRO_22507	PRO_22507
PRO_22510	PRO_22510
PRO_22511	PRO_22511
PRO_22511	PRO_12482
PRO_22511	PRO_23171
PRO_22512	PRO_22512
PRO_22518	PRO_22518
PRO_22519	PRO_22519
PRO_22525	PRO_22525
PRO_22525	PRO_19356
PRO_22526	PRO_22526
PRO_22531	PRO_22531
PRO_22531	PRO_3259
PRO_22533	PRO_22533
PRO_22535	PRO_22535
PRO_22535	PRO_1765
PRO_22535	PRO_12917
PRO_22535	PRO_10140
PRO_22535	PRO_7028
PRO_22535	PRO_5458
PRO_22535	PRO_5328
PRO_22535	PRO_11354
PRO_22536	PRO_22536
PRO_22537	PRO_22537
PRO_22538	PRO_22538
PRO_22542	PRO_22542
PRO_22545	PRO_22545
PRO_22546	PRO_22546
PRO_22546	PRO_17050
PRO_22546	PRO_846
PRO_22546	PRO_20285
PRO_22546	PRO_20525
PRO_22546	PRO_18711
PRO_22547	PRO_22547
PRO_22547	PRO_15969
PRO_22549	PRO_22549
PRO_22549	PRO_15902
PRO_22551	PRO_22551
PRO_22551	PRO_6945
PRO_22551	PRO_8792
PRO_22551	PRO_20182
PRO_22551	PRO_20326
PRO_22551	PRO_14916
PRO_22552	PRO_22552
PRO_22553	PRO_22553
PRO_22555	PRO_22555
PRO_22555	PRO_12425
PRO_22555	PRO_6291
PRO_22555	PRO_5472
PRO_22563	PRO_22563
PRO_22563	PRO_265
PRO_22565	PRO_22565
PRO_22566	PRO_22566
PRO_22568	PRO_22568
PRO_22570	PRO_22570
PRO_22572	PRO_22572
PRO_22578	PRO_22578
PRO_22580	PRO_22580
PRO_22580	PRO_319
PRO_22580	PRO_325
PRO_22580	PRO_954
PRO_22580	PRO_1121
PRO_22580	PRO_2441
PRO_22580	PRO_2869
PRO_22580	PRO_3095
PRO_22580	PRO_3357
PRO_22580	PRO_631
PRO_22580	PRO_4325
PRO_22580	PRO_5748
PRO_22580	PRO_6023
PRO_22580	PRO_6089
PRO_22580	PRO_6133
PRO_22580	PRO_1114
PRO_22580	PRO_6446
PRO_22580	PRO_7008
PRO_22580	PRO_7338
PRO_22580	PRO_8227
PRO_22580	PRO_8338
PRO_22580	PRO_20559
PRO_22580	PRO_8498
PRO_22580	PRO_8645
PRO_22580	PRO_9006
PRO_22580	PRO_11115
PRO_22580	PRO_12599
PRO_22580	PRO_14479
PRO_22580	PRO_14722
PRO_22580	PRO_15616
PRO_22580	PRO_16839
PRO_22580	PRO_17252
PRO_22580	PRO_3376
PRO_22580	PRO_17300
PRO_22580	PRO_17579
PRO_22580	PRO_17766
PRO_22580	PRO_18627
PRO_22580	PRO_18772
PRO_22580	PRO_19811
PRO_22580	PRO_21640
PRO_22580	PRO_21653
PRO_22580	PRO_22299
PRO_22580	PRO_2698
PRO_22580	PRO_7832
PRO_22580	PRO_2099
PRO_22580	PRO_10590
PRO_22580	PRO_7994
PRO_22580	PRO_2512
PRO_22580	PRO_11859
PRO_22580	PRO_12716
PRO_22580	PRO_14069
PRO_22580	PRO_1847
PRO_22580	PRO_10698
PRO_22580	PRO_3759
PRO_22580	PRO_6090
PRO_22580	PRO_8060
PRO_22580	PRO_11631
PRO_22580	PRO_13168
PRO_22580	PRO_22110
PRO_22580	PRO_2536
PRO_22580	PRO_8051
PRO_22580	PRO_15854
PRO_22580	PRO_23166
PRO_22580	PRO_13871
PRO_22580	PRO_693
PRO_22580	PRO_2383
PRO_22580	PRO_13418
PRO_22580	PRO_495
PRO_22580	PRO_8644
PRO_22580	PRO_11196
PRO_22580	PRO_23239
PRO_22582	PRO_22582
PRO_22582	PRO_16122
PRO_22583	PRO_22583
PRO_22584	PRO_22584
PRO_22587	PRO_22587
PRO_22593	PRO_22593
PRO_22593	PRO_15573
PRO_22593	PRO_17254
PRO_22595	PRO_22595
PRO_22595	PRO_16640
PRO_22595	PRO_9116
PRO_22595	PRO_16429
PRO_22595	PRO_18894
PRO_22595	PRO_22329
PRO_22595	PRO_7370
PRO_22595	PRO_22946
PRO_22595	PRO_18523
PRO_22595	PRO_19855
PRO_22595	PRO_23743
PRO_22595	PRO_3766
PRO_22595	PRO_23738
PRO_22595	PRO_18972
PRO_22595	PRO_5137
PRO_22595	PRO_10067
PRO_22595	PRO_19112
PRO_22595	PRO_22778
PRO_22595	PRO_17605
PRO_22595	PRO_5607
PRO_22595	PRO_7957
PRO_22595	PRO_16788
PRO_22596	PRO_22596
PRO_22598	PRO_22598
PRO_22600	PRO_22600
PRO_23608	PRO_23608
PRO_23608	PRO_20521
PRO_23611	PRO_23611
PRO_23614	PRO_23614
PRO_23616	PRO_23616
PRO_23618	PRO_23618
PRO_23622	PRO_23622
PRO_23625	PRO_23625
PRO_23631	PRO_23631
PRO_23632	PRO_23632
PRO_23633	PRO_23633
PRO_23633	PRO_8416
PRO_23634	PRO_23634
PRO_23634	PRO_10343
PRO_23634	PRO_1720
PRO_23634	PRO_6924
PRO_23634	PRO_9632
PRO_23634	PRO_10498
PRO_23636	PRO_23636
PRO_23636	PRO_2306
PRO_23639	PRO_23639
PRO_23640	PRO_23640
PRO_23640	PRO_9339
PRO_23644	PRO_23644
PRO_23644	PRO_21195
PRO_23647	PRO_23647
PRO_23647	PRO_13602
PRO_23648	PRO_23648
PRO_23650	PRO_23650
PRO_23651	PRO_23651
PRO_23651	PRO_18332
PRO_23667	PRO_23667
PRO_23668	PRO_23668
PRO_23669	PRO_23669
PRO_23669	PRO_1450
PRO_23669	PRO_9644
PRO_23669	PRO_3468
PRO_23669	PRO_23624
PRO_23669	PRO_9705
PRO_23673	PRO_23673
PRO_23673	PRO_4165
PRO_23673	PRO_6498
PRO_23673	PRO_23816
PRO_23673	PRO_15876
PRO_23673	PRO_9903
PRO_23673	PRO_23825
PRO_23677	PRO_23677
PRO_23677	PRO_1868
PRO_23677	PRO_4011
PRO_23682	PRO_23682
PRO_23684	PRO_23684
PRO_23684	PRO_6544
PRO_23684	PRO_23581
PRO_23685	PRO_23685
PRO_23689	PRO_23689
PRO_23690	PRO_23690
PRO_23690	PRO_345
PRO_23690	PRO_8517
PRO_23690	PRO_17848
PRO_23690	PRO_8901
PRO_23690	PRO_20425
PRO_23690	PRO_2393
PRO_23690	PRO_6831
PRO_23690	PRO_9696
PRO_23691	PRO_23691
PRO_23692	PRO_23692
PRO_23693	PRO_23693
PRO_23698	PRO_23698
PRO_1202	PRO_1202
PRO_1205	PRO_1205
PRO_1206	PRO_1206
PRO_1206	PRO_16130
PRO_1207	PRO_1207
PRO_1207	PRO_6000
PRO_1207	PRO_8308
PRO_1207	PRO_8376
PRO_1208	PRO_1208
PRO_1209	PRO_1209
PRO_1210	PRO_1210
PRO_1213	PRO_1213
PRO_1214	PRO_1214
PRO_1214	PRO_5215
PRO_1214	PRO_19
PRO_1214	PRO_9278
PRO_1214	PRO_12840
PRO_1214	PRO_6400
PRO_1214	PRO_18193
PRO_1214	PRO_20909
PRO_1214	PRO_16418
PRO_1215	PRO_1215
PRO_1216	PRO_1216
PRO_1216	PRO_10670
PRO_1219	PRO_1219
PRO_1221	PRO_1221
PRO_1224	PRO_1224
PRO_1224	PRO_5991
PRO_1225	PRO_1225
PRO_1226	PRO_1226
PRO_1227	PRO_1227
PRO_1227	PRO_7901
PRO_1230	PRO_1230
PRO_1230	PRO_9912
PRO_1232	PRO_1232
PRO_1234	PRO_1234
PRO_1234	PRO_5972
PRO_1235	PRO_1235
PRO_1236	PRO_1236
PRO_1237	PRO_1237
PRO_1238	PRO_1238
PRO_1239	PRO_1239
PRO_1240	PRO_1240
PRO_1241	PRO_1241
PRO_1241	PRO_7646
PRO_1242	PRO_1242
PRO_1242	PRO_15606
PRO_1242	PRO_21337
PRO_1243	PRO_1243
PRO_1244	PRO_1244
PRO_1245	PRO_1245
PRO_1249	PRO_1249
PRO_1251	PRO_1251
PRO_1252	PRO_1252
PRO_1256	PRO_1256
PRO_1257	PRO_1257
PRO_1257	PRO_993
PRO_1260	PRO_1260
PRO_1262	PRO_1262
PRO_1262	PRO_4840
PRO_1266	PRO_1266
PRO_1267	PRO_1267
PRO_1267	PRO_22521
PRO_1267	PRO_9628
PRO_1268	PRO_1268
PRO_1268	PRO_14231
PRO_1269	PRO_1269
PRO_1270	PRO_1270
PRO_1271	PRO_1271
PRO_1271	PRO_23841
PRO_1273	PRO_1273
PRO_1274	PRO_1274
PRO_1275	PRO_1275
PRO_1277	PRO_1277
PRO_1277	PRO_19651
PRO_1277	PRO_13623
PRO_1279	PRO_1279
PRO_1283	PRO_1283
PRO_1283	PRO_1066
PRO_1283	PRO_12800
PRO_1283	PRO_23591
PRO_1286	PRO_1286
PRO_1287	PRO_1287
PRO_1288	PRO_1288
PRO_1291	PRO_1291
PRO_1293	PRO_1293
PRO_1294	PRO_1294
PRO_1296	PRO_1296
PRO_1300	PRO_1300
PRO_2001	PRO_2001
PRO_2002	PRO_2002
PRO_2007	PRO_2007
PRO_2007	PRO_14404
PRO_2007	PRO_2220
PRO_2007	PRO_22254
PRO_2008	PRO_2008
PRO_2011	PRO_2011
PRO_2012	PRO_2012
PRO_2013	PRO_2013
PRO_2013	PRO_10984
PRO_2013	PRO_13574
PRO_2013	PRO_20926
PRO_2015	PRO_2015
PRO_2016	PRO_2016
PRO_2017	PRO_2017
PRO_2017	PRO_3255
PRO_2018	PRO_2018
PRO_2020	PRO_2020
PRO_2021	PRO_2021
PRO_2022	PRO_2022
PRO_2024	PRO_2024
PRO_2024	PRO_11127
PRO_2024	PRO_17538
PRO_2025	PRO_2025
PRO_2027	PRO_2027
PRO_2027	PRO_13985
PRO_2027	PRO_17149
PRO_2027	PRO_17637
PRO_2027	PRO_18767
PRO_2029	PRO_2029
PRO_2033	PRO_2033
PRO_2033	PRO_6574
PRO_2033	PRO_14277
PRO_2036	PRO_2036
PRO_2037	PRO_2037
PRO_2039	PRO_2039
PRO_2039	PRO_21405
PRO_2040	PRO_2040
PRO_2041	PRO_2041
PRO_2041	PRO_6076
PRO_2041	PRO_537
PRO_2041	PRO_6916
PRO_2046	PRO_2046
PRO_2046	PRO_5703
PRO_2047	PRO_2047
PRO_2047	PRO_4452
PRO_2047	PRO_9396
PRO_2047	PRO_12998
PRO_2050	PRO_2050
PRO_2050	PRO_7319
PRO_2050	PRO_20821
PRO_2050	PRO_19743
PRO_2051	PRO_2051
PRO_2052	PRO_2052
PRO_2053	PRO_2053
PRO_2054	PRO_2054
PRO_2055	PRO_2055
PRO_2056	PRO_2056
PRO_2058	PRO_2058
PRO_2061	PRO_2061
PRO_2062	PRO_2062
PRO_2063	PRO_2063
PRO_2065	PRO_2065
PRO_2065	PRO_8647
PRO_2066	PRO_2066
PRO_2068	PRO_2068
PRO_2071	PRO_2071
PRO_2073	PRO_2073
PRO_2074	PRO_2074
PRO_2075	PRO_2075
PRO_2075	PRO_2576
PRO_2075	PRO_11088
PRO_2077	PRO_2077
PRO_2077	PRO_6971
PRO_2077	PRO_7708
PRO_2077	PRO_16070
PRO_2077	PRO_18272
PRO_2077	PRO_18458
PRO_2077	PRO_19817
PRO_2077	PRO_12021
PRO_2077	PRO_6783
PRO_2077	PRO_11093
PRO_2077	PRO_21297
PRO_2077	PRO_1427
PRO_2077	PRO_23148
PRO_2077	PRO_16850
PRO_2078	PRO_2078
PRO_2080	PRO_2080
PRO_2080	PRO_1069
PRO_2081	PRO_2081
PRO_2082	PRO_2082
PRO_2082	PRO_20201
PRO_2082	PRO_23022
PRO_2083	PRO_2083
PRO_2085	PRO_2085
PRO_2086	PRO_2086
PRO_2087	PRO_2087
PRO_2087	PRO_15360
PRO_2087	PRO_18451
PRO_2091	PRO_2091
PRO_2091	PRO_23153
PRO_2091	PRO_20651
PRO_2091	PRO_15545
PRO_2093	PRO_2093
PRO_2094	PRO_2094
PRO_2095	PRO_2095
PRO_2097	PRO_2097
PRO_2098	PRO_2098
PRO_2100	PRO_2100
PRO_2100	PRO_14878
PRO_2201	PRO_2201
PRO_2201	PRO_7963
PRO_2201	PRO_16777
PRO_2201	PRO_16705
PRO_2202	PRO_2202
PRO_2203	PRO_2203
PRO_2204	PRO_2204
PRO_2204	PRO_18729
PRO_2204	PRO_17445
PRO_2205	PRO_2205
PRO_2207	PRO_2207
PRO_2208	PRO_2208
PRO_2208	PRO_8264
PRO_2211	PRO_2211
PRO_2211	PRO_4900
PRO_2211	PRO_17586
PRO_2211	PRO_16986
PRO_2212	PRO_2212
PRO_2215	PRO_2215
PRO_2215	PRO_13300
PRO_2217	PRO_2217
PRO_2218	PRO_2218
PRO_2221	PRO_2221
PRO_2221	PRO_23721
PRO_2221	PRO_12523
PRO_2221	PRO_23655
PRO_2223	PRO_2223
PRO_2223	PRO_2313
PRO_2223	PRO_10136
PRO_2223	PRO_13425
PRO_2223	PRO_17232
PRO_2223	PRO_20859
PRO_2224	PRO_2224
PRO_2225	PRO_2225
PRO_2228	PRO_2228
PRO_2229	PRO_2229
PRO_2230	PRO_2230
PRO_2235	PRO_2235
PRO_2237	PRO_2237
PRO_2238	PRO_2238
PRO_2238	PRO_18465
PRO_2238	PRO_19468
PRO_2240	PRO_2240
PRO_2241	PRO_2241
PRO_2244	PRO_2244
PRO_2250	PRO_2250
PRO_2251	PRO_2251
PRO_2251	PRO_21036
PRO_2252	PRO_2252
PRO_2253	PRO_2253
PRO_2255	PRO_2255
PRO_2256	PRO_2256
PRO_2256	PRO_2026
PRO_2256	PRO_16531
PRO_2256	PRO_17622
PRO_2256	PRO_17910
PRO_2257	PRO_2257
PRO_2260	PRO_2260
PRO_2260	PRO_580
PRO_2260	PRO_15013
PRO_2263	PRO_2263
PRO_2264	PRO_2264
PRO_2267	PRO_2267
PRO_2267	PRO_22152
PRO_2268	PRO_2268
PRO_2269	PRO_2269
PRO_2272	PRO_2272
PRO_2272	PRO_13845
PRO_2272	PRO_19721
PRO_2272	PRO_2976
PRO_2273	PRO_2273
PRO_2275	PRO_2275
PRO_2276	PRO_2276
PRO_2277	PRO_2277
PRO_2278	PRO_2278
PRO_2278	PRO_3761
PRO_2278	PRO_21786
PRO_2279	PRO_2279
PRO_2279	PRO_20948
PRO_2279	PRO_1016
PRO_2279	PRO_14814
PRO_2280	PRO_2280
PRO_2281	PRO_2281
PRO_2282	PRO_2282
PRO_2282	PRO_20446
PRO_2283	PRO_2283
PRO_2285	PRO_2285
PRO_2287	PRO_2287
PRO_2288	PRO_2288
PRO_2288	PRO_3218
PRO_2288	PRO_5804
PRO_2288	PRO_6768
PRO_2288	PRO_9507
PRO_2288	PRO_13915
PRO_2288	PRO_11531
PRO_2288	PRO_12734
PRO_2288	PRO_14917
PRO_2288	PRO_21192
PRO_2288	PRO_21271
PRO_2288	PRO_22393
PRO_2288	PRO_3950
PRO_2288	PRO_11058
PRO_2288	PRO_14332
PRO_2288	PRO_10274
PRO_2288	PRO_21400
PRO_2288	PRO_13078
PRO_2288	PRO_21987
PRO_2289	PRO_2289
PRO_2290	PRO_2290
PRO_2290	PRO_10023
PRO_2294	PRO_2294
PRO_2295	PRO_2295
PRO_2296	PRO_2296
PRO_2297	PRO_2297
PRO_2298	PRO_2298
PRO_2300	PRO_2300
PRO_5601	PRO_5601
PRO_5601	PRO_18008
PRO_5601	PRO_5858
PRO_5601	PRO_9700
PRO_5603	PRO_5603
PRO_5603	PRO_8480
PRO_5603	PRO_14215
PRO_5603	PRO_20435
PRO_5604	PRO_5604
PRO_5605	PRO_5605
PRO_5605	PRO_23380
PRO_5608	PRO_5608
PRO_5609	PRO_5609
PRO_5610	PRO_5610
PRO_5611	PRO_5611
PRO_5612	PRO_5612
PRO_5612	PRO_15938
PRO_5612	PRO_1626
PRO_5612	PRO_1860
PRO_5612	PRO_1882
PRO_5612	PRO_2786
PRO_5612	PRO_3982
PRO_5612	PRO_4598
PRO_5612	PRO_6107
PRO_5612	PRO_8002
PRO_5612	PRO_13641
PRO_5612	PRO_8468
PRO_5612	PRO_10277
PRO_5612	PRO_16799
PRO_5612	PRO_17309
PRO_5612	PRO_21137
PRO_5612	PRO_5277
PRO_5612	PRO_18080
PRO_5612	PRO_14616
PRO_5612	PRO_17984
PRO_5612	PRO_13747
PRO_5612	PRO_9752
PRO_5612	PRO_15656
PRO_5612	PRO_20045
PRO_5612	PRO_22742
PRO_5612	PRO_8569
PRO_5617	PRO_5617
PRO_5618	PRO_5618
PRO_5619	PRO_5619
PRO_5619	PRO_9971
PRO_5619	PRO_10194
PRO_5619	PRO_12451
PRO_5623	PRO_5623
PRO_5624	PRO_5624
PRO_5626	PRO_5626
PRO_5627	PRO_5627
PRO_5628	PRO_5628
PRO_5628	PRO_23978
PRO_5629	PRO_5629
PRO_5629	PRO_20744
PRO_5631	PRO_5631
PRO_5631	PRO_6263
PRO_5633	PRO_5633
PRO_5633	PRO_12521
PRO_5640	PRO_5640
PRO_5642	PRO_5642
PRO_5643	PRO_5643
PRO_5645	PRO_5645
PRO_5645	PRO_17257
PRO_5646	PRO_5646
PRO_5647	PRO_5647
PRO_5649	PRO_5649
PRO_5650	PRO_5650
PRO_5655	PRO_5655
PRO_5656	PRO_5656
PRO_5659	PRO_5659
PRO_5660	PRO_5660
PRO_5662	PRO_5662
PRO_5663	PRO_5663
PRO_5663	PRO_5304
PRO_5663	PRO_21896
PRO_5663	PRO_4411
PRO_5663	PRO_5658
PRO_5663	PRO_11803
PRO_5663	PRO_23457
PRO_5663	PRO_6606
PRO_5663	PRO_13992
PRO_5663	PRO_14100
PRO_5665	PRO_5665
PRO_5666	PRO_5666
PRO_5667	PRO_5667
PRO_5667	PRO_16211
PRO_5669	PRO_5669
PRO_5671	PRO_5671
PRO_5671	PRO_20703
PRO_5672	PRO_5672
PRO_5672	PRO_1431
PRO_5674	PRO_5674
PRO_5676	PRO_5676
PRO_5679	PRO_5679
PRO_5680	PRO_5680
PRO_5680	PRO_7655
PRO_5682	PRO_5682
PRO_5686	PRO_5686
PRO_5687	PRO_5687
PRO_5687	PRO_16785
PRO_5688	PRO_5688
PRO_5689	PRO_5689
PRO_5691	PRO_5691
PRO_5693	PRO_5693
PRO_5693	PRO_21364
PRO_5693	PRO_4960
PRO_5693	PRO_17408
PRO_5693	PRO_3788
PRO_5693	PRO_11711
PRO_5693	PRO_16263
PRO_5693	PRO_4240
PRO_5693	PRO_14089
PRO_5697	PRO_5697
PRO_5698	PRO_5698
PRO_5698	PRO_11366
PRO_5699	PRO_5699
PRO_5700	PRO_5700
PRO_5700	PRO_18357
PRO_6902	PRO_6902
PRO_6902	PRO_8928
PRO_6903	PRO_6903
PRO_6904	PRO_6904
PRO_6907	PRO_6907
PRO_6908	PRO_6908
PRO_6909	PRO_6909
PRO_6910	PRO_6910
PRO_6910	PRO_2933
PRO_6913	PRO_6913
PRO_6913	PRO_6681
PRO_6913	PRO_17912
PRO_6914	PRO_6914
PRO_6917	PRO_6917
PRO_6919	PRO_6919
PRO_6921	PRO_6921
PRO_6922	PRO_6922
PRO_6923	PRO_6923
PRO_6927	PRO_6927
PRO_6929	PRO_6929
PRO_6930	PRO_6930
PRO_6931	PRO_6931
PRO_6931	PRO_4677
PRO_6932	PRO_6932
PRO_6934	PRO_6934
PRO_6937	PRO_6937
PRO_6937	PRO_6713
PRO_6938	PRO_6938
PRO_6938	PRO_5350
PRO_6938	PRO_8946
PRO_6938	PRO_14377
PRO_6938	PRO_20059
PRO_6940	PRO_6940
PRO_6940	PRO_2654
PRO_6941	PRO_6941
PRO_6942	PRO_6942
PRO_6942	PRO_111
PRO_6949	PRO_6949
PRO_6951	PRO_6951
PRO_6952	PRO_6952
PRO_6957	PRO_6957
PRO_6958	PRO_6958
PRO_6958	PRO_7719
PRO_6958	PRO_13121
PRO_6959	PRO_6959
PRO_6962	PRO_6962
PRO_6963	PRO_6963
PRO_6963	PRO_6240
PRO_6963	PRO_15986
PRO_6963	PRO_22749
PRO_6963	PRO_18692
PRO_6963	PRO_15029
PRO_6963	PRO_18312
PRO_6963	PRO_9302
PRO_6963	PRO_11231
PRO_6965	PRO_6965
PRO_6966	PRO_6966
PRO_6966	PRO_14781
PRO_6966	PRO_19566
PRO_6966	PRO_14313
